Details,Posting Date,Description,Amount,Type,Account Head,Statement
CREDIT,1/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017589191 EED:230103   IND ID:ST-E7P9H4O6H2I8              IND NAME:VIJAY SIVARAJU TRN: 0037589191TC,498.19,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/11/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011862313 EED:231122   IND ID:ST-Y5B2Z1P8Y8W2              IND NAME:VIJAY SIVARAJU TRN: 3261862313TC,498.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013412449 EED:230414   IND ID:ST-B9N5Q5C7A7W6              IND NAME:VIJAY SIVARAJU TRN: 1043412449TC,499.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010148939 EED:230510   IND ID:ST-X4C5V5F8Q4H4              IND NAME:VIJAY SIVARAJU TRN: 1300148939TC,501.05,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/5/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018975836 EED:230515   IND ID:ST-E0R9P6V9W4U0              IND NAME:VIJAY SIVARAJU TRN: 1358975836TC,503.87,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017004052 EED:230605   IND ID:ST-O0T5X5Q3I4D8              IND NAME:ECOM CONSULTING TRN: 1567004052TC,504.48,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/3/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013076274 EED:230328   IND ID:ST-C4Y7N9O2B6R0              IND NAME:VIJAY SIVARAJU TRN: 0873076274TC,506.33,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/10/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010151702 EED:230510   IND ID:ST-O9C4W3A6J1F7              IND NAME:VIJAY SIVARAJU TRN: 1300151702TC,507.32,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/11/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010322035 EED:230711   IND ID:ST-U0K0M9V7B9N6              IND NAME:ECOM CONSULTING TRN: 1920322035TC,507.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017379652 EED:230811   IND ID:ST-U7B6S5S7Q5I0              IND NAME:VIJAY SIVARAJU TRN: 2237379652TC,509.72,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/6/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017083470 EED:230614   IND ID:ST-L1G1Z9U7O4T5              IND NAME:VIJAY SIVARAJU TRN: 1657083470TC,510.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/1/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012490205 EED:230130   IND ID:ST-N0K7Z9E9C8Y2              IND NAME:VIJAY SIVARAJU TRN: 0302490205TC,510.77,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230124 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000021177545 EED:230124   IND ID:B454SNU50VP8WQC              IND NAME:Absolut Pet TRN: 0241177545TC,511.28,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/2/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015805207 EED:230802   IND ID:ST-E1O7K2Q8P8R0              IND NAME:VIJAY SIVARAJU TRN: 2145805207TC,512.31,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/8/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011548115 EED:230608   IND ID:ST-M5U8V5J7T7F1              IND NAME:VIJAY SIVARAJU TRN: 1591548115TC,512.93,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/6/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016785633 EED:230613   IND ID:ST-R1O5P2D6S4Z5              IND NAME:VIJAY SIVARAJU TRN: 1646785633TC,513.76,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017757635 EED:231031   IND ID:ST-N0U2P7L9B4A3              IND NAME:VIJAY SIVARAJU TRN: 3047757635TC,516.64,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015045248 EED:231124   IND ID:ST-V0Z5C4P5G1Z1              IND NAME:VIJAY SIVARAJU TRN: 3285045248TC,517.09,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/5/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014049990 EED:230105   IND ID:ST-D6V2O2K6C4W0              IND NAME:VIJAY SIVARAJU TRN: 0054049990TC,518.52,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010023287 EED:230817   IND ID:ST-G2V3D6P2W9M6              IND NAME:VIJAY SIVARAJU TRN: 2290023287TC,519.45,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019349418 EED:230713   IND ID:ST-L2V3N9R2G4O5              IND NAME:VIJAY SIVARAJU TRN: 1949349418TC,519.47,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/8/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019840376 EED:230824   IND ID:ST-N1H4X8R6B5S0              IND NAME:VIJAY SIVARAJU TRN: 2369840376TC,520.77,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/5/2023,ORIG CO NAME:Shopify                ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018590260 EED:230516   IND ID:ST-C7S5Z8V6C8X0              IND NAME:ECOM CONSULTING TRN: 1368590260TC,521.18,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019055627 EED:230421   IND ID:ST-M2E7R0D6U9Z3              IND NAME:VIJAY SIVARAJU TRN: 1119055627TC,529.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018858717 EED:230609   IND ID:ST-K4P1P8A9S4G7              IND NAME:VIJAY SIVARAJU TRN: 1608858717TC,531.33,ACH_CREDIT,Sales,Profit and Loss
CREDIT,23/1/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230123 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000028045317 EED:230123   IND ID:0B8UE23HBNBM0LB              IND NAME:Absolut Pet TRN: 0238045317TC,531.61,ACH_CREDIT,Sales,Profit and Loss
CREDIT,31/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230331 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027513916 EED:230331   IND ID:1OCTOYOBUQ02K3F              IND NAME:Absolut Pet TRN: 0907513916TC,535.42,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/8/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015135305 EED:230816   IND ID:ST-S9G6U6I3O2X0              IND NAME:VIJAY SIVARAJU TRN: 2285135305TC,537.57,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011817256 EED:230928   IND ID:ST-T7R1S1T7V8P4              IND NAME:VIJAY SIVARAJU TRN: 2711817256TC,541.33,ACH_CREDIT,Sales,Profit and Loss
CREDIT,19/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018724527 EED:230918   IND ID:ST-I8E8D7Z9V8O1              IND NAME:VIJAY SIVARAJU TRN: 2618724527TC,541.64,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/9/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011798204 EED:230809   IND ID:ST-D7B5C2K6V7Y3              IND NAME:VIJAY SIVARAJU TRN: 2211798204TC,542.22,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/12/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015735599 EED:230412   IND ID:ST-C5Y3I8J9Q8C5              IND NAME:ECOM CONSULTING TRN: 1025735599TC,543.64,ACH_CREDIT,Sales,Profit and Loss
CREDIT,23/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010526733 EED:231019   IND ID:ST-G1U9Q0C3J7A7              IND NAME:VIJAY SIVARAJU TRN: 2920526733TC,544.3,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018845103 EED:230606   IND ID:ST-D5B4K6W8J4O8              IND NAME:VIJAY SIVARAJU TRN: 1578845103TC,544.57,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013413256 EED:230717   IND ID:ST-O2Z1D9F9A2Y1              IND NAME:VIJAY SIVARAJU TRN: 1983413256TC,546.98,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013525968 EED:230330   IND ID:ST-F4A5U2L9H9H6              IND NAME:VIJAY SIVARAJU TRN: 0893525968TC,547.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,10/6/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018827758 EED:231006   IND ID:ST-P2J7T6G1G3U3              IND NAME:VIJAY SIVARAJU TRN: 2798827758TC,549.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/4/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019055345 EED:230421   IND ID:ST-R6C6L9O8B1G7              IND NAME:VIJAY SIVARAJU TRN: 1119055345TC,555.1,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013477994 EED:230710   IND ID:ST-Z8O6P9S7Y0H7              IND NAME:VIJAY SIVARAJU TRN: 1913477994TC,555.71,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016921455 EED:230921   IND ID:ST-E2E1P2T3C3I5              IND NAME:VIJAY SIVARAJU TRN: 2646921455TC,555.89,ACH_CREDIT,Sales,Profit and Loss
CREDIT,21/12/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012632149 EED:231221   IND ID:ST-O5G4E7K3G8Q7              IND NAME:VIJAY SIVARAJU TRN: 3552632149TC,558.66,ACH_CREDIT,Sales,Profit and Loss
CREDIT,3/6/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230306 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000020331337 EED:230306   IND ID:2T5VSNJFQVM7UX7              IND NAME:Absolut Pet TRN: 0650331337TC,561.75,ACH_CREDIT,Sales,Profit and Loss
CREDIT,26/6/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018577196 EED:230626   IND ID:ST-S9R4E9Y9C2R4              IND NAME:ECOM CONSULTING TRN: 1778577196TC,565.64,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/11/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013314397 EED:231130   IND ID:ST-V1O2T5H5Z2K9              IND NAME:VIJAY SIVARAJU TRN: 3343314397TC,567.3,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/12/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017183695 EED:231218   IND ID:ST-S3D6P6V5R1H6              IND NAME:ECOM CONSULTING TRN: 3527183695TC,568.85,ACH_CREDIT,Sales,Profit and Loss
CREDIT,6/5/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017004120 EED:230605   IND ID:ST-M7I8K4B7U0W3              IND NAME:VIJAY SIVARAJU TRN: 1567004120TC,569,ACH_CREDIT,Sales,Profit and Loss
CREDIT,30/5/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015104404 EED:230530   IND ID:ST-Q8U8Z8A1B9C7              IND NAME:ECOM CONSULTING TRN: 1505104404TC,569.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,7/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015632149 EED:230707   IND ID:ST-V7C2K2T0F9H3              IND NAME:VIJAY SIVARAJU TRN: 1885632149TC,570.19,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/8/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014483821 EED:230814   IND ID:ST-M3V4U3R1N2A4              IND NAME:VIJAY SIVARAJU TRN: 2264483821TC,570.51,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/6/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019206587 EED:230406   IND ID:ST-A9G5B1E4S1N2              IND NAME:VIJAY SIVARAJU TRN: 0969206587TC,570.55,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230104 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000027760855 EED:230104   IND ID:M7XT7X8HR5WE6ZW              IND NAME:Absolut Pet TRN: 0047760855TC,571.84,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/11/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013544027 EED:231211   IND ID:ST-L0Q3F5P3O8T6              IND NAME:VIJAY SIVARAJU TRN: 3453544027TC,572.77,ACH_CREDIT,Sales,Profit and Loss
CREDIT,2/10/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016623068 EED:230210   IND ID:ST-I9X4Z6H4Z5N8              IND NAME:VIJAY SIVARAJU TRN: 0416623068TC,573.88,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/11/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013393224 EED:231115   IND ID:ST-V8O8K3R7M3E2              IND NAME:VIJAY SIVARAJU TRN: 3193393224TC,575.99,ACH_CREDIT,Sales,Profit and Loss
CREDIT,1/10/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230110 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000029906336 EED:230110   IND ID:BU9L7ZFSQ6QLOFN              IND NAME:Absolut Pet TRN: 0109906336TC,576.54,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/7/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012646082 EED:230724   IND ID:ST-F8N1U3L0M1J3              IND NAME:VIJAY SIVARAJU TRN: 2052646082TC,576.81,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/3/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230328 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000022690114 EED:230328   IND ID:4YGFAXVPKZCPU7Q              IND NAME:Absolut Pet TRN: 0872690114TC,577.72,ACH_CREDIT,Sales,Profit and Loss
CREDIT,24/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012607516 EED:231023   IND ID:ST-O1Q1G8Q4L5C2              IND NAME:VIJAY SIVARAJU TRN: 2962607516TC,578.59,ACH_CREDIT,Sales,Profit and Loss
CREDIT,25/10/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012286222 EED:231024   IND ID:ST-W0X9G6E0A2I5              IND NAME:VIJAY SIVARAJU TRN: 2972286222TC,578.89,ACH_CREDIT,Sales,Profit and Loss
CREDIT,13/7/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014660936 EED:230630   IND ID:ST-K7J3Z0P2L4Q8              IND NAME:VIJAY SIVARAJU TRN: 1814660936TC,582.9,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/4/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230404 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000024629167 EED:230404   IND ID:H8K62XGXKGNIJYE              IND NAME:Absolut Pet TRN: 0944629167TC,586.58,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/4/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016172233 EED:230417   IND ID:ST-X7X7U7X0B2I4              IND NAME:VIJAY SIVARAJU TRN: 1076172233TC,587.96,ACH_CREDIT,Sales,Profit and Loss
CREDIT,27/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010230253 EED:231026   IND ID:ST-C8L1D3G2M9K0              IND NAME:VIJAY SIVARAJU TRN: 2990230253TC,588.39,ACH_CREDIT,Sales,Profit and Loss
CREDIT,17/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012302597 EED:231013   IND ID:ST-C0U6X4E2U9I5              IND NAME:VIJAY SIVARAJU TRN: 2862302597TC,588.74,ACH_CREDIT,Sales,Profit and Loss
CREDIT,14/9/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016108676 EED:230913   IND ID:ST-C3I6O4Y8K2E3              IND NAME:VIJAY SIVARAJU TRN: 2566108676TC,589.74,ACH_CREDIT,Sales,Profit and Loss
CREDIT,4/11/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015450304 EED:230411   IND ID:ST-W9F7O4C7K7A5              IND NAME:VIJAY SIVARAJU TRN: 1015450304TC,589.97,ACH_CREDIT,Sales,Profit and Loss
CREDIT,28/2/2023,ORIG CO NAME:SHOPPAYINST AFRM       ORIG ID:9729198000 DESC DATE:230228 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:021000023312035 EED:230228   IND ID:4GIV6BTVEO233K3              IND NAME:Absolut Pet TRN: 0593312035TC,591.26,ACH_CREDIT,Sales,Profit and Loss
CREDIT,16/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019540352 EED:230316   IND ID:ST-O2O5C5F1P1H3              IND NAME:VIJAY SIVARAJU TRN: 0759540352TC,591.3,ACH_CREDIT,Sales,Profit and Loss
CREDIT,9/5/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019492652 EED:230905   IND ID:ST-U9P1K8N2P6T2              IND NAME:VIJAY SIVARAJU TRN: 2489492652TC,591.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/4/2023,ORIG CO NAME:Shopify ToyTrave       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011318033 EED:230420   IND ID:ST-Q3B4I6V8S6J4              IND NAME:ECOM CONSULTING TRN: 1101318033TC,593.19,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/4/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012319605 EED:231204   IND ID:ST-H7L2L4U6I0B3              IND NAME:VIJAY SIVARAJU TRN: 3382319605TC,593.59,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/5/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014752202 EED:230505   IND ID:ST-W7Q9X4T5B7Q6              IND NAME:VIJAY SIVARAJU TRN: 1254752202TC,594.29,ACH_CREDIT,Sales,Profit and Loss
CREDIT,5/5/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014762804 EED:230505   IND ID:ST-Z2M2C8T6J8Z5              IND NAME:VIJAY SIVARAJU TRN: 1254762804TC,595.27,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/10/2023,ORIG CO NAME:Shopify Snovoo         ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019330795 EED:230810   IND ID:ST-Y5O2L9B9X6C1              IND NAME:VIJAY SIVARAJU TRN: 2229330795TC,598.73,ACH_CREDIT,Sales,Profit and Loss
CREDIT,8/11/2023,ORIG CO NAME:Shopify Absolut        ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017379956 EED:230811   IND ID:ST-S2X7G3K8L3L8              IND NAME:VIJAY SIVARAJU TRN: 2237379956TC,600.44,ACH_CREDIT,Sales,Profit and Loss
CREDIT,15/11/2023,ORIG CO NAME:Shopify Sopanova       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011137241 EED:231121   IND ID:ST-H0B9U2K6N1M7              IND NAME:ECOM CONSULTING TRN: 3251137241TC,604.09,ACH_CREDIT,Sales,Profit and Loss
CREDIT,12/5/2023,ORIG CO NAME:Shopify Soul Hug       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016825161 EED:231205   IND ID:ST-N3R9G6E2Z2K0              IND NAME:ECOM CONSULTING TRN: 3396825161TC,610.43,ACH_CREDIT,Sales,Profit and Loss
CREDIT,18/7/2023,ORIG CO NAME:Shopify Furcools       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017042810 EED:230718   IND ID:ST-N2W1G0S8X0B4              IND NAME:VIJAY SIVARAJU TRN: 1997042810TC,615.5,ACH_CREDIT,Sales,Profit and Loss
CREDIT,20/3/2023,ORIG CO NAME:Shopify AP             ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012357847 EED:230320   IND ID:ST-A0K8M2Z6Y2X8              IND NAME:VIJAY SIVARAJU TRN: 0792357847TC,617.09,ACH_CREDIT,Sales,Profit and Loss
